doc,target
Computor monitor BENQ T903 free,0
"Hi , Can you give me a quotation of 500 pcs of the attached file and a quotation for a sample of 20 pcs?What would be the delivery times be for the samples and for the 500 pcs?",1
"OUR QUALITY  - We offer you fine organic aroma cocoa with BIOSUISSE and USDA organic certifications certified by ECOCERT. We also have the FAIRTRADE Certification, certified by FLO-CERT since 2005. At present there is an area of 17 000 hectares in agroforestry systems that contribute to the conservation of biodiversity and the environment.     high grade dried raw cocoa beans for sale  high quality cocoa beans producing beans with the strongest flavor raw sun-dried cocoa beans a) moisture : 5.5% - 6.2% maximum b) foreign matters : 1.29% maximum c) beans count : 91 to 99 beans/kg d) broken beans / defective : 0.7% - 0.8% maximum   100grms equal 92, 17 beans, cut -test 300beans : moisture : 7, 64% insect damaged beans : 0% salty beans : 4, 67% violet beans : 2, 00% white sports : 3, 00% moldy beans : 6, 67% typical cocoa smell, no contamination or off flavor detected.   -size : 90 - 100 beans/100gram. -moisture : < =7.5%. -fermentation cocoa beans : >=95%.   procedures : -storing cocoa fruit 7 days. -peel and take bean then make fermentation 3 days. -dry in to the sun when it meets standard. samples available Whatsapp : +1 Six14,four07,zero7one7.",1
Type : Kitchen Toys Set Material : wood Name : : wooden kitchen toys Size : 82*82*93cm(different size are available) Color : custom Weight : 21kg Packing : color box or cartons Sample Time : 7days,1
"Compatible Brand : FOR IPHONE X Color : Black/Red/Blue/Glod/Sliver material : PC material Thickness : 1.2mm Price term : EXW, with package Payment : T/T,West Union,Paypal Sample : available Function : Protector Cover",1
"˜… Vegan-friendly leather with a double-sided print and rounded toe construction.

˜… Lace-up closures for a snug fit.

˜… Soft textile lining with sturdy construction for maximum comfort.

˜… High-quality rubber outsole for traction and exceptional durability.


30 cm/11.5 inch",0
"Hello dear, Please provide to us quickly a quotation for the light grey elephant + packaging. EXW prices please for 500 and 1000 units + production time. Please send pictures of packagings you can propose + how all products are package for safe delivery. Thanks.  Florian",1
"Dear Sir  we are looking for acrylic fiber and yarn Destination is Bandarabbas iran. If you can supply it, plese send your offer to our email  our email : dkchoikz at hanmail.net dkchoikz at naver.com Skype : dkchoikz1  Best Regards D.K.CHOI President D.K.INTERNATIONAL CO., KOREA",1
"IKEA Malm two bedside cabinets.
2 drawer bedside units in white.
W 40cm x H 55cm x D 48cm.

Good condition price as shown or sensible offers",0
"Hello, I need 1000 bottles. Is it possible to print these with my logo. Whats the price including delivery to Germany to my front door. Sincerely, Kim Duke this Message is of",1
"mens designer r2 amsterdam blue shirt bought recently £85 never worn

size 40/15 3/4 collar",0
"Any plants that you can spare please, i am making a communal garden at out flats SOMPTING Around Sompting/ Lancing prefered as i don't drive",0
"BEAND NEW, left over stock from my Buisness, retail price £25, sell for £15…
CASH on collection",0
I have a very good condition 3/4 Violin with case for sale.,0
"LEVIS JEANS, 1 PAIR OF LEVIS JEANS,BRAND NEW NEVER WORN,BOUGHT ABOUT 1972.{43 YEARS OLD} SIZE 40 WAIST.80 pounds .",0
"Hi,Im interested in your product Bourdon tube Fire extinguisher pressure gauges with low price, I would like some more details.I look forward for your reply.Regards,Edgar Loera",1
CA838 - Hand of Friendship Country Artist,0
"Pair of natural shade cushion covers with subtle cream design.
Each measure 43cm x 43cm and have a zip closure.
Machine washable.",0
"Rocking horse in excellent condition! From a smoke and pet free home! In new condition as daughter doesn't like the motion. Looking for \u00A395 or near offer, can deliver if local. Message for more info!",0
Handmade driftwood mirror approx 29” dia driftwood has been cleaned and sterilised then waxed.the mirror has two D eyes on back to hang but you require two heavy duty hooks quite heavy.collection from north sheilds COVID restrictions apply please where mask.,0
"Selection of camera filters for sale as pictured and listed below.
Hoya 52mm PL
Hoya 52mm Skylight
Hoya 52mm 808
Ultraviolet 52mm(no make on it)
Miranda 52mm Skylight
Aico 52mm Circ.PL
Kenlock 62mm 1A
Jessops 62mm Polariser
Polariser 62mm
Collection only.",0
"Dear Concern,We are a company from United States of America. Our company is interested to order GNW Ornamental Garden Arch Wedding Entrances.Here is the informations about the product that we need : Material,Color,Use,What types of packaging do you usually use for this product?We are waiting for your positive response.Regard With ThanksJanieFlowers on a Moonbeam",1
Complete beach body slim 6 set. All dvd's set of manuals and charts. With 2 resistance bands. Excellent condition only used twice. offers accepted,0
"Dear Sir/Madam, Type : Wind Power Generator Wind Turbine : 50W Small Wind Generator Wind Turbine Wind Mill Rated power(W) : 50W Rated speed : 1050r/m Rated Voltage : AC 12V/24V Rated current(A) : 4.4A,2.2A Start-up wind speed(m/s) : 3m/s Rated wind speed(m/s) : 12m/s Safe wind speed(m/s) : 45m/s Generator style : 3 phases PM generator Life span : 10 years",1
"white and brass kitchen tap ,new still in box. With all fittings",0
Material : Leather Product Name : Tactical gloves Function : Protection Item : Leather motorbike glove Season : Spring/Autumn/Summer Color : Black Packing : 1 pairs/polybag Description : Racing gloves Lourd : Sport/Gym/Outdoor/Racing/Fitness Feature : Sponge back Wrist : Adjustable buckle wrist glove,1
Hi Im interested in purchasing shells. Would I have to purchase 100qty of each kind? I am looking for these shells size 3-5,1
"Lincoln pattern, cream coloured, never used",0
"Here is a proper-sized GIRL ART DOLL with clothes.

A beautiful and friendly individual doll (ooak), inspired by the Waldorf Doll designs, and completely hand-made in the UK using new materials. We call her CRYSTAL and she has lovely blue eyes and auburn-coloured hair. She is new to the world with child clothes. Her clothes can be removed and washed.

Crystal has straight legs that swing at the hip, and her arms swing too. The limbs are secured with firm stitching so even if she is pulled along by the arm or leg, nothing will fall off. She can lean okay but is not quite up to free-standing; she prefers to be held and cuddled, of course, or maybe sitting down with a friend.
Crystal was made with new materials, in a smoke-free and pet-free environment, so there would be no such odd smells when she arrives with you.

Materials:
Head+body: Cotton Jersey Laib Yala
Hair: organic wool curls/locksEyes: colour-fast embroidery woollips and cheek colour: Stockmar crayons
rouge EN71 Certified Orange/Red
Filling: organic wool.
(the body and face have been needle-felted using organic wool)

Doll's clothes:
Dress: pink velvet (polyester)
handmade pants 100% Cotton
Vest by George
Shoes: Pink trainers, flower lined

Size: approx 27"" tall (69cm)
width at shoulder approx 21cm.
weight: 1060g

Others available - just ask.

Even if you decide this ART DOLL is not for you, please send me your comments using the contact me link - I would love to hear what you think of Iris, what you like/do not like etc. And if you have a specific doll that you would like made, I might be able to put one together for you (for sale via Etsy, of course).

I prefer to send to the UK only. But if you are outside UK and really want Crystal in your home, contact me through Friday Ad to work out a solution. In the UK, I normally send via CollectPlus courier who take about 3-5days to deliver. Other options can be considered.",0
"BIKE FOR SALE HAS HAD VERY LITTLE USE FULL SUSPENSION SHIMANO GEARS AND DISC BRAKES EXCELLENT CONDITION.

TO ARRANGE VEIWING PLEASE CALL ON 079365531...(click to reveal full phone number)",0
"Dear Supplier,We are a trading company based in Philippines. We have seen yourand we are interested in your VPSA Oxygen Generator plant.RFQ for 1 unit VPSA with capacity of ANYOXY-8 CIF to Manila Philippines please.Kind RegardsMilexMilestone",1
"The DUMPY Pocket Book of AIRCRAFT and FLIGHT

General Editor HENRY SAMPSON

SAMPSON LOW

LONDONc 1960

Sampson Low, Marston & Co. Ltd.

This hardback book is in excellent condition.

It includes a dust cover which is rare for a book of this age.The dust cover has 2 small tears on the front cover and one larger tear on the back, which should be repairable.

A collector's item.",0
"Hartke A70 12"" speaker. 70 watt amplifier in very good condition.",0
transporter. Call 0779 223 26...(click to reveal full phone number),0
"Hi,Im interested in your product Thick Brown Gift Wrapping Kraft Paper Roll, I would like some more details.I look forward for your reply.Regards,teh poh yoke",1
"vintage retro modern furniture wanted best prices paid,we buy,we sell, we collect. we are always looking for pine / oak / teak. vintage modern or retro furniture anything considered. we visit and collect - pay cash recycling your goods giving them a second or third life. call today for a free no obligation chat. 01323 3012...(click to reveal full phone number) / 079691104...(click to reveal full phone number)",0
"IKEA SOFABED LYCKSELE LOVAS

In good condition, sizes as per attached pictures.

Fitted cover in grey, light blue, biege and white stripes.",0
"Foldable Ladder. New but Opened.

White.

Folds down for easy storage.

Perfect for all cleaning and DIY jobs.

Deep Anti Slip Texture.

Easy to Carry.",0
"Dear Sir/Madam, Display Type : Analog and Digital Phase : Three Phase Measuring Energy Range : 0-999999 Accuracy Class : 0.5% Output Voltage : 220 Operating Temperature : -25 ~+70 Dimensions : 96*96 Max Break Current : 5A Communication : RS-485/Modbus/2-wire/1200 to 38400 baud rate Output Mode : 800ms Power : 2W Max Working Current : 50mA Metering Frequency : 45~65Hz Input Current : 7.5mA Nominal Current : 5Arms Accuracy : 0.001Arms Input Resister : 4k?",1
"Floor standing full length solid pine dressing mirror with one drawer.

Excellent condition.

Collection only.",0
"Wooden swing cot on a stand. Approx L 84.5cm . W 37.5cm, for a baby 0-3 months old. Good condition",0
"Boys pumps worn couple of times size 6 blue demin style. Sold as seen no offers. Pet free smoke free home collection bd10
Can post if buyer pays postage",0
Freesub 8 in 1 combo heat press machine cup mug t-shirt printing machine cap t shirt sublimation machine,1
"How to make money from Instagram

How to make money on Instagram. The eBook explains new ways on how to earn money on Instagram. This is a short quick beginners guide but will give you the basic skills of how you can get started on making money on Instagram",0
"AVAILABLE if advert can be seen
Please get in touch if you would like to purchase
Good condition unless otherwise stated
Lewes cash on collection only No paypal
No posting No exception
Not accepting offers",0
"Hi,Im interested in your product Soft silicone massage face relax pillow pad SPA beauty salon care cushion baby head shaping good helper, I would like some more details.I look forward for your reply.Regards,Vivien Lee ML",1
Retro style kitchen scales with imperial and metric weights. Need restoration as some rust spots as shown in pictures but too good to put on the tip! Moving abroad so clearing house. Collection only as too heavy with weights to post.,0
42” tv - Panasonic Calls only 0779 223 26...(click to reveal full phone number),0
"M&Co Plus, black and white silky polyester dress, size 24.",0
"A very easy to grow and maintain, its deep glossy green foliage which as it grows is particularly impressive with large heart shaped leaves that have distinctive deeply cut leaves.

The houseplant brightens up any room. One of the best houseplants for purifying the air!

Preferred Location - Bright indirect light, but try to avoid direct sunlight

currently in water. Is up to you, you can keep it in water or plant it in soil.

Collection only.

Thanks for watching.",0
"Shape : Arch Power Consumption : 3w per LED Size : 3658mmLx1524mmW, or customized Shape : Arch MOQ : 1 set Lead Time : About 3~5 days Light source : Cree and Epistar brand Certification : CE UL RoHS Accessories : Wall-mounted, Free standing, ceiling, hanging Graphic : Textile prints in dye-sublimation or UV New Option Series : Quick lock corners, Flashing Mode Application : Indoor and Outdoor advertising",1
Set of golf iron's - All-Lies (LCG Design) - 3 to S/w - (9),0
collection only from little common,0
"Brand new in box Lego-compatible Bugatti Veyron sports car set made from Lego-compatible bricks. It meets UK & EU product standards.


This is unsuitable for young children due to small bricks.


Please note this is a custom-made model, similar to the original 42083. It isn't produced by Lego.


Built set size: 56 cm long x 25 cm wide x 14 cm tall.


Buyer can collect or I can post for an additional charge. I have been trading on eBay for almost 20 years and have a 350+ 100% positive feedback rating. You can buy from me with confidence.",0
"Brand new,Boxed 14 in 1 Science Experiment set.Contains everything you need to make different experiments incl motor,LED,nuts and bolts.Would make ideal gift as it’s new.Only asking £5",0
"Hi Sir/Madam,We are an importing company based in India. We have seen yourand we are interested in your Glass Screen Separator Debubble Remover Machine.Here is the informations about the product that we need : Voltage,Style,Condition,How long does it take to manufacture once an order has been placed?We would be very grateful if you would contact us.Warm RegardsQasim MansooriNo Company Name",1
"Hi, I would like to know the price for 800W Digital 3-tier Food Steamer. I am interested in buying 3000 Pieces. Alpro Pharmacy Sdn Bhd ****to Please provide us with a quotation. Thank you.",1
"Pattern Type : CARTOON Lining Material : Polyester Main Material : Polyester Style : NATIONAL Type : Internal Frame Product name : cute 3d animal backpack OEM/ODM : Available Color : Black, Red,Blue, customized Usage : Ourdoor , Daily usage Type : Softback Material : Polyester Packing : 1pc/poly Bag + Carton Sample time : 1-3 Days Payment Term : 30% Deposit",1
"Fits age 2 to 4 (sleeve 14” long, pants 18.5” long)",0
"Dear Sir/Madam, This is JenniOCallaghan from AU. Im looking for",1
Single bed with pull out guest bed. Hardly used.Good condition,0
LED Chip Model SMD5050 LEDs Number/M : 30LEDs led strip lights kit led strip 5m/10m + power supply + control panel Color : RGB IP Rating : IP20/IP65,1
Please send me details about iqf freezer,1
This chandelier has 3 arms with black wrought iron on each arm. The lights have a 'candle drip' sleeve around them.,0
"Hi Friend,We are a trading company based in Turkmenistan. We are interested in your Kitchen Cabinet Hinge For Furniture Hardware, so we contact you through Tradewheel.Here is the informations about the product that we need : Material,Model Number,Type,What is the product-per-unit cost including shipping via Air Express to the Turkmenistan?Please contact us with the answers to the questions listed above.Best RegardsAziz YusupovThis Message is from mobile",1
50 kg of yellow pigment in pieces required for the paint industry.,1
16 inch (41 cm) graduated. Some stones missing from clasp,0
"Hi,Im interested in your product Green Reflective Long Sleeve Hi Vis Safety Shirt, I would like some more details.I look forward for your reply.Regards,This Message is from mobile",1
"makita drill 6281D- 14.4v in working order,",0
"Product Name : Yellow Peas Specifications : Style : Dried Quantity Required : 7 x 20 Feet Containers Shipping Terms : CIF/CNF Destination Port : Jebel Ali Port, Dubai Size : 7 mm Packing : 25 Kg PP Bag  Contact Person :  Purchase Officer Ms. Elishah Ahmad Tel : +971561626692 Ajman Free Zone",1
"Use : Sewing Machinery Type : Knitting Needle Material : Steel,stainless steel Color : Silver bright white Package : Carton Quality : Guaranteed Size : Standard Size Export Markets : Global Usage : Widely Usage Surface treatment : Nickle Plating",1
"Brand new unused ""Deliciously Ella with Friends"" cook book. Originally retailed at £25. Accept £3. Would make ideal present.",0
"Grooming Products Type : Clean Up Products Application : Dogs Feature : Eco-Friendly material of our dog pet poop bags : cornstarch Certificate of our dog pet poop bags : EN13432,AS4736,BSCI,FSC,HACCP Ink of dog pet poop bags : Soy Based feature ofdog pet poop bags : dog pet poop bags Size of dog pet poop bags : 9x13inch shelf life of dog pet poop bags : 8-12 month compost time of dog pet poop bags : 90 days gauge of dog pet poop bags : 12 mic-100 mic Color of dog pet poop bags : any for poop bags dog pet poop bags : dog pet poop bags",1
"Hi i am Asif Ali, from pakistan Karachi,my company A.A Enterprises I like business to your company, For recycle dawn feather in bulk Thanks",1
"Dear  My name is Esther Nabwire and I am the owner of Fempreneur , a company specializing in sourcing products in Amazon. I am currently looking to expand my product lines and I am interested in one of the items that you manufacture, the car cleaning microfiber cloth for car wash.  Could you please provide me with the following additional information so that I can determine if this is a good fit for my product line? Are you able to provide custom packaging? What is the standard packaging production time for each order? What is the price per unit (including packaging) at the following MOQs? 100 to 500 pcs 501 to 1000pcs 1001 to 5000 pcs 5001 and higher pcs  I am also interested in getting a sample.  I appreciate your time and look forward to hearing from you soon.  Thank you.  Sincerely Esther Nabwire Fempreneur",1
I wanted to make enquiry about Loofah,1
"Home grown organic fruit

Edge of trough has slight damage",0
"These are the type you see in student and public buildings to close the door automatically after entry or exit to preserve the fire safety protection of the property. Henderson 400 series automatic door closers, or which I have 4 available.

All are brand new, still in their boxes, except for one that is new but the box is damaged. The reason for this is simple.

I was asked to go to a student house in Bristol and hang a new door. I had door closer, hinges, lock, and door handle all at the ready. When the door arrived it already had hinges and a door closer pre-installed and all I had to do was screw it in and change the lock. So this one went back in its opened box which I had already started to break up.

The price is for all for 4, but I am willing to split them if you want. Item location: Cheddar, Somerset. Please call for directions or to arrange viewing. Thank you.",0
I need a quote for stainless steel 8mm thick machined and bent as shown in the drawing attached.,1
"Beautiful, Hand Painted Solid Wood Console Table.

This has been painted in Craig & Rose Almost Grey Chalk Paint before applying a lovely French Style Transfer.

The table has two useful drawers for storage, these have been fitted with white porcelain knobs which sit beautifully within the drawer transfers.

The table itself sits on turned legs which are finished with brass caster wheels for ease of movement.

The whole piece has been sealed with a polyvine wax varnish before being aged with a dark furniture wax. This was then sealed with a clear wax for extra protection and a more durable finish.

Dimensions Height 74cm Width 90cm Depth 50cm.

Free local delivery available.",0
"Hello Seller,We are a trading company based in Algeria. We have found your Date, Grape, Fruit Drying Production Line from Tradewheel site.We kindly ask you to send us the informations about the product of the followings specifications : Weight ( kg ) ,Capacity,Application,What is the minimum order quantity?Please contact us with the answers to the questions listed above.Thanks & RegardsAhmed BOUABDALLAHEntreprise BOUABDALLAH",1
"PINK FLOYD THE WALL DELUXE DVD EDITION NEW HI DEFINITION FILM TRANSFER

Dolby Digital and Surround Encoded PCM Stereo Soundtracks from both original master tapes

Documentaries etc

A Cult Classic.....Mint Condition

Great price...Only £3

Please text or call me on 0777 85393...(click to reveal full phone number)",0
"Newly refurbished, Farmhouse Coffee Table. Hand painted in a neutral cream colour that would complement most colour schemes.

It has three useful storage drawers and sits on pretty turned legs. This is a very sturdy, hand made piece of furniture with dove tail joints to the drawers. The original pine knobs could be replaced with metal cup handles or knobs for a more contemporary look if this is more to your taste.

Dimensions Height 48cm Width 124cm Depth 71cm

Free delivery local available.",0
"3 wheeled scooter for young child
Up to 20kg
Tilt and turn from wheels",0
"Beautiful garden trolley on wheels for drinks and snacks. Immaculate condition, in hardwood, stained black. Approx 33"" long, 24"" high.

Collection only from Worthing. £50",0
"Dear Sirs,  Kindly send us your ISO Certificate (Food Grade/HACCP), company profile and quotation CIF Port Klang, Malaysia conform and according to our specification and drawing provided below.  Size - 104 cm x 104 cm x 110 cm Specification : Duffel Top and Bottom Spout Safety Factor : 6 : 1 Safety Work Load : 1200 kgs Weight per piece : min 4.0 kgs Minimum Order Quantity : 25,000 to 50,000 pcs monthly  1. Dimension W1040 x L1040 x H1100mm 2. Safety Factor 6 : 1 3. Net weight per piece 4.0 kg 4. Material Spec : layer (g/sqm) a. Body = 115 + 25 + 70 (2 layers) b. Base = 220 + 30 c. Spout = min130 + 30 d. Duffel = 85 + 20 Other improvement = hot cut (to prevent fallen debris)  Best Regards Alex Wong / Daniel Lui  daniel_lui at medias dot com dot my alex_wong at medias dot com dot my",1
"Hi, dear sir/madam,I would like to sample 3 cars to see if we can sell these here and if it sells good I will purchase more.We are an importing company based in United States of America. We are interested in your Car, spirit LE rc buggy, upgrade 1/10th car, so we contact you through Tradewheel.We kindly ask you to send us the informations about the product of the followings specifications : Power,Type,Style,What is the product-per-unit cost including shipping via Air Express to the United States of America?We would be grateful if you would contact us with the answers to the above questions.With RegardsJimmy SerracRC UNLEASHEDThis Message is from mobile",1
"I need a reliable supplier for rain resistant windbreaker features zippered pockets, ribbed sleeves and cuffed hem and a back storm flap for ventilation",1
"Wallace Figurine 5"" tall moulded plastic. From the short film: ""The Wrong Trousers"".",0
Tent and various camping equipment call for more details,0
"Sensor : CMOS Special Features : Waterproof / Weatherproof Image Sensor : 1/2.7"" progressive scan CMOS Resolution : 2MP, 1920x1080 Lens : 2.8/4/6/8mm fixed lens Video Compression : H.265/H.264+/H.264 WDR : 120dB True WDR IR Distance : 30m Three Streams : Support VCA Detection : Line crossing, Intrusion, False alarm filter by target classification Storage : Micro SD Card, Max 128GB Ingress Protection : IP67",1
"Make an offer

4 Seater sofa with cushion back - H 70cm, W 250cm, D 105cm

Armchair with cushion - H 84cm, W 115cm, D 105cm

Footstool with storage 52 x 54cm

Buyer to collect",0
"Type : Speedometer Backlight : White,Blue,Green,Red Rim : Plastic Dial : Black Dial Range : 0-200MPH/MPH Apply : Cars Depth : 28mm OEM/ODM : Yes MOQ : 1 Piece Delivery : TNT,UPS,FedEx,DHL Certificates : CE/ISO9001-2008",1
Designer Tommy Hilfiger Jumper new without tags,0
"Complete year sets (Spring/Summer/Autumn/Winter)

For years: 2008/2009/2010/201

£4 per year set (4 issues)",0
"I reupholstered this chair approx. 5 years ago in ticking.

It has had a throw on it all that time and where the throw has been has made it bit marked!! You can put a throw over it again. Steam clean it or reupholster. It was upholstered in calico before I used the ticking finish so you would not have to go back to bare basics

Hence the price. Makes a great bedroom chair.

I am moving abroad so I have a house & garden full of items to sell. Garden furniture ie 2 x small garden sheds. Large ornate mirror, wooden mirror upcycled with Annie Sloan paint. Upcycled chest of drawers painted in Annie Sloan French Linen chalk paint, upcycled bedside cabinets one of which is 1940 also in Annie Sloane French Linen paint, Ikea 2 seater sofa with in dark grey with spare cover, Ikea Billy bookcase with storage boxes, Lots of different fabric, cottons, Sewing accessories, large variety of various art material and easels. No reasonable offer refused. Quite a few picture frames from very large to smaller sizes.


Buyer collects and cash only please",0
I am in search for a supplier of solid surface and quartz basins.,1
"Heavy duty youngmans loft ladder

This is brand new boxed brought in error

please check hight of loft before committing to buy as this was the mistake we made on purchasing

cost £229 + delivery

bargain £150",0
safety helmet harness customization,1
A very comfy chair which is nearly new. Can come in two parts for easy transport. Price negotiable. From a Covid free home.,0
"hard back book by viz magazine ""the sausage sandwich"" stuffed with the meat of issues 38 to 42 not for children!! all the notorious characters fat slugs buster goonade specky twate spoilt bar steward mili tant roger mellie the man on the telly etc etc. very funny very good condition uckfield 074152368...(click to reveal full phone number)",0
"Side table - H 18"" x D 18"" x W 18""",0
Men's brand new swimming shorts. Have labels still on picked up the wrong size and have missed placed receipt hence selling on her. Item sold as seen. Pet free smoke free home collection bd10 or can post if buyer pays postage. No offers.,0
"Type : Cleaning & Filling Teeth Equipments Name : MiNi Endodontic treatment Adaptor working voltage : AC100-240V,50/60Hz Settings : have six settings for adjustable Ajustable torque,range : 0.7-3.7N.cm (7-37mN.m) MOQ : 1PCS",1
"Dear Sir/Madam, Pattern Type : Solid Closure Type : Zipper Shape : Casual Tote Lining Material : Polyester Main Material : Genuine Leather Style : Vintage Decoration : None Gender : Women Style : Tote Bag Usage : Work, leisure,meeting,shopping,travel, etc. Size : 33*26*14cm Product name : Women Handbag Feature : Vintage Logo : Customized OEM/ODM : Acceptable Function : Shoulder Tote Messenger Type : Leather Handbag",1
"Musicals Collection 8 DVDs
*Mamma Mia
*Mamma Mia Here We Go Again
*Moulin Rouge
*Annie
*Hairspray
*Dream Girls
*Chicago
*Burlesque
Original discs
Great condition
Collection from Sandiacre NG10 or add 'Signed for' postage of £4.00
A large collection of DVDs online
can be seen at https://paulwm2012.wixsite.com/dvds",0
"Scottish Clan Tea cup,Saucer and Plate

Good condition

Please see picture

It is available Lewes cash on collection only just arrange collection

I do not post without exception

Not accepting offers",0
Hi I would like to know how much is the purple round bed n shipped to the usa,1
Material : Aluminum Foil Industrial Use : Food Feature : Moisture Proof Surface Handling : Gravure Printing Sealing & Handle : Heat Seal Custom Order : Accept Thickness : 130 Micron size : 10X12.5CM Certificate : FDA/SGS/EN137/ROHS/ISO9001/ISO2008,1
"Beautiful quality rug with thick deep wool pile - no low pile worn areas.Vibrant deep rich red is the dominant colour in the classic pattern - no fading. Excellent condition, including fringing. Circa mid 80s.

Measurements - 97 inches by 123 inches",0
"Set of seven hardback volumes - will deliver free in the Brighton, Hove and surrounding area. Will sell individually.

Titles:

Life on the Home Front

Life in the Twenties and Thirties

Life in the Victorian Age

Life in the Tudor Age

Life During the Industrial Revolution

Life in the Age of Exploration

Life in the Land of the Pharaohs",0
Surface Handling : Screen Printing Industrial Use : Beverage Sealing Type : SCREW CAP Use : Juice Name : Mineral water clear 250ml glass bottle Cap : Metal OEM/ODM : Support Sample : Avialable Color : Clear Shape : Round Volume : 250 Ml (changeable) MOQ : 30000pcs,1
"I have for sale 5 RAF Crest shields of Bomber Command, Fighter Command, RAF Waddington, Marham and 9 Squadron. These are all in perfect condition with hooks on the back for each of them. Prepared to sell them individually at a price of £25 each. These would normally sell for nearly £40 each. Or the overall price of £100 for all 5.csn post for additional cost or can be collected. They have never been hung up by myself but look brand new. Now looking for them to go to a new home to be enjoyed.",0
NEW STILL IN BOX LAMONA MICROWAVE OVEN AND GRILL,0
Korean Chest . Nice piece of furniture with plenty of storage space. Height 20 in. Length 150 in. Width 23 in.,0
Gostaria de receber mais informações sobre o bubble tea e quais os ingrediente são usados para sua produção? Quero abrir uma loja aqui no brasil,1
Brand new inbox challenger k2 inflatable kayak collection only,0
Brand : Originla brand Color : see picture Condition : 100% new Price : Please contact us Product state : On stock Application : Electronic Products Quality : 100% Original Type : AC-DC Product Name : Power Supply Module Distributor : Shenzhen Yuzens Electronics Company Limited,1
Hello My name is Fernando and Im from Chile. I want to know How much does the shipping cost to Chile?? How long does the free shipping take?? And Which are the due dates of the product?? Also I want to know which is the final price for 2 packs of Weetbix??? Thanks in advance Fernando Becerra,1
"Hello,I would be interested to order 4 round tables of picnic for my professional activity.Of course, in the future, I would be interested to order more.Please you can send me an offer for 4 tables to send to Fort-de- France(Martinique)Thank you in advance for your answer.Grgory PhelepContact",1
"Crafter Congress 4 String bass guitar. Blue in good condition, complete with lead and carrying case.",0
Westbeach Scooter - for aprx age 5 - 7 years,0
"The Cotswold Company Metal panel artwork. In shades of red, cream,gold.4 panels each w20cm, l30.50cm",0
4 x hp 364 XL Print Cartridges to fit hp photosmart 5520 or similar printers All 4 cost £60. and only 8 pages were printed before the printer stopped working. If interested you can also have the printer for spares or repair for £10,0
"good afternoon, I am interested in the information about these single color single wipes, and know what the minimum purchase price is, I speak little English, please I need clear information. thanks",1
Hi I am looking for copper powder Purity : 99.9% Dimensions : CuAg-02 Thanks,1
Eight-drawer one-piece white painted pine dressing table Depth: 50cm Width: 138cm Height: 77cm (matches pine chest of drawers advertised).,0
Two glass silver mirrored table lamps from next.excellent working order.silver shades they stand 21 inches tall.lovely lamps,0
"Dear Sir/Madam, Condition : New Function : Embossing,Sealing,Capping,Labeling,Filling,Wrapping Application : Food,Commodity,Beverage,Medical,Chemical,Machinery & Hardware Packaging Type : Barrel,Stand-up Pouch,Pouch,Film,Bottles,Bags Packaging Material : Paper,Wood,Plastic,Metal Automatic Grade : Automatic Driven Type : Electric Voltage : 220V/50HZ Power : 2KW Dimension(L*W*H) : 1500*680*1950 Certification : CE Certification After-sales Service Provided : Engineers available to service machinery overseas Product name : Automatic Powder Packing Machine Main Function : Automatic Vertical Form Granule Packing Machine type : Multi-function Packing Machine/Powder Flour Usage : Volumetric Packing Machine small packing machine Packing material : Coffee, sugar, small granule packing",1
"Excellent quality LazyBoy gloss dark brown leather reclining suite. Extremely comfortable, the 3 seater sofa has a fixed centre seat and manual recliner with stainless steel handles on either side. In superb condition, this sofa retails at SCS for £2,495

Beautiful gloss LazyBoy dark brown leather armchair with manual recliner, stainless steel handle and rocking function. In superb condition, this armchair is for sale in SCS for £1,245 Unfortunately, we no longer have space for this excellent suite.

Priced for quick sale. Buyer to collect from Northiam

Tel: 07775 5663...(click to reveal full phone number)",0
"compact fluorescent light bulbs energy saving brand new boxed phillips osram etc 8, 9, 11, 18 watts bayonet or edison screw type 074152368...(click to reveal full phone number) uckfield also 4 60 watt red electric fire bulbs",0
"All in very good condition

Vest

Tops

Pjs

Shose

Coats

Jeans

Dungarees

Sommers clothes",0
Product name : Breast Care Enlargement Application : Breast Enlargement + Breast Massager Color : Purple Breast cups : 8 pcs Techinologies : vacuum Power : 5W Voltage : 110V/220V Warranty : 12 Months Style : portable Keyword : Breast Enlargement Massager,1
"Hi,Im interested in your product Three-phase phase shift trigger board thyristor controller for pressure regulation and temperature regulation, I would like some more details.Pl send me more details and technical datasheet and user manual to better understand the product. My application is to use this board for resistance heating furnace.I look forward for your reply.Regards,Hiren Gajjar",1
"Hi, Im interested in your product China manufacturer wholesale luxury custom gift packaging storage kraft shopping paper bags, I would like some more details. I look forward for your reply. Regards, assorted different logos on each bag",1
Style : Digital Type : Upright Piano Shell Material : Composites Keyboard Material : Solid Wood keyboard : 88 keys Hammer Keyboard,1
"Hi,Im interested in your product Japanese Makeup Eyebrow Pencil ,Black,Dark Brown,Light Brown, Grey, I would like some more details : What is the best price you can offer?I look forward to your reply.Regards",1
"Large cardboard box approx 56cm wide, 35.5 cm deep and 55cm tall.",0
Good Condition,0
"Hi, I'm interested in your product Best Seller Slimming Green Coffee for detox and healthy weight loss, I would like some more details.I look forward for your reply. Regards,",1
